Heading,Sentiment
"@Keilantra it's not bad, it's just slower then USB should be. either way you still need a USB drive to skypes ",Positive
@nikki_morris yep all the time! Its not REAL work cos I do it at home ,Positive
I'm pretty sure I have strep throat  I can't eat or drink. I need some TLC,Positive
Can't get onto my computer gotta wait for slow ass IT to get up here ,Negative
@tharensolo i'm so sorry. that's really not fair at all. ,Negative
@scrapartistry - love the art dolls! I keep putting things in cart then forget until sale is over ,Positive
Going into work...even though I feel a little nauseous...  ,Neutral
@prismaticjules and here you were worried that you weren't going to get anymore. See!  (Ours all melted  ),Negative
Please don't call school off. ,Positive
i don't want to go to schooooooool ,Negative
@csutherland76 Wasn't the easter bunny - I ran him over a few years ago. True story - I was even told he was holding a basket of eggs ,Positive
"@bob_lee92 @williamstodd BRB, will look for our sis ",Neutral
@schaeferj89 Its been so....boring ,Neutral
Teaching on very little sleep: This will be fun. ,Positive
"Just got to work..... here til 4:30... still no internet @ home  will get it up ASAP, tho!",Negative
@bibliobecca Uh-hum and this sister needs a huggg. ,Neutral
"@giznad definitely, too bad it is so clearly about Judith Marie Keenan  Pretty cool though",Positive
"Hell yeah, Data Robotics just announced DroboPro today. I want one. ",Negative
my shoulder is killing me oh my god i cant even move it ,Negative
@ABabyBlueEyes Yea  I just call it STRESS.,Negative
"Still pffffffffffffffffffffffffffff, I want to go home ",Positive
I broke m.twitter.com too  http://twitpic.com/2ycz0,Negative
Sabrina's not here.  im so bored.,Negative
i hate being the first one in and the last one out. and it's been this way for a while now. ,Negative
@JayT2020 LMAO!!! LOL!!! Yeah it really does. Poor baby ,Positive
just made an appt. for my lil one today. hes got an ear infection ,Neutral
@perezhilton oh sweet jesus why oh why would you post that...nightmares ,Positive
Is feeling extremely sick.  Have a banging headache and I fear I am going to see my lunch again.   Want my bed.,Negative
Oh for a brain that is working properly - it's a little fogged up today ,Neutral
@mrskutcher i feel really bad demi i realised i refered to u as ashtons mom a few days ago...sincere apologises to you and ashton ,Negative
"@of_cupids TY 4 the suggestion, but I can't be around cooking food: I'm allergic to pork products &amp; just the smell can make me sick. ",Negative
back to work ,Neutral
Free hotel breakfast...worth every penny I paid for it ,Positive
"NIN iPod app looks sick, hope it's free  don't betray me Trent!",Positive
rainy day ,Negative
@Brad2TheBone420 He did!   I watched it last night.  Whataaaaaaa jerk.  I'm soooo not rooting for him anymore!!,Negative
My poor innocent tulips didn't stand a chance against East TN's screwed up weather. ,Negative
"@zeddessarts heh heh. You know, blip is hard. You can't find songs just like that . You have to fish'em outta other's lists. ",Neutral
@lowster you haven't even sais hello to some of your older followers ,Neutral
@hollyrn76 I brought everything with me but left my ann pass at home.  Are we going to disney after ikea?,Neutral
is as work! ,Neutral
has a serious procrastination problem... ,Negative
"I've just had a spider cruel all over my boot!  not nice,",Negative
dislikes IDL for being so early in the morning. ,Negative
rob pattinson deleted his twitter ,Negative
keeping Belle home from school for the 2nd day in a row.  Ear infection and crazy seal-sounding cough. ,Negative
"@beatccr Wow! How disappointing! I, for one, really looked forward to them each quarter. ",Positive
"tried doing the Assassins Creed 2 teaser with cam, cant get it to do anything tho ",Negative
"@Midgley LOL yeah it has. It's now raining  just thought u would like to know btw don't put ur iPhone in the canal, it's too nice a phone!",Positive
still trying to learn gmaps and flex and php and mysql. how will i be able to write to database? ,Neutral
"@shermradio Hello!!! I'm in class, you know I wanna hear the show, but i cant!!! ",Neutral
http://twitpic.com/2yczz - This is yk not feeding us ,Neutral
Working   Alyssas coming over later to stay ! YEA!,Neutral
"@WebBetty hmm, looks like twitter is trying to catch up too, it keeps saying it's over capacity ",Positive
says Pau.wag ka na sad please..  http://plurk.com/p/n1zkg,Negative
"@grahamhines agreeeed. i would love to twistori, but honestly, i'm not quite sure how to.. ",Positive
Wish I was at #Mesh09 ,Positive
"Could it be bronchitis or is it just allergies??? UGH, I feel so sick ",Negative
"@m_neko @JAKAZiD I envy you too, neither my phone nor my Nabaztag managed to wake me up before 1pm today. ",Negative
@empireofthekop Nothing on iTunes Australia. ,Neutral
@ibnpolitics what has the country come to? Just b/c they do that in iraq that doesn't mean we do it  sad day,Negative
Flack for things that aren't my fault?  Not cool. ,Positive
@klhobbs21 oh I bet I got more than a lot of people... But I have a no reason to be up right now... ,Negative
having knee checked out.  not feeling right. ,Negative
"@perezhilton That needs a pre warning .. yuck  , topless or not",Negative
so tired but have to get ready for school ,Positive
"I'm so hungry, but the only place to eat right now is the bakery... there goes the workout ",Neutral
"@bob_lee92 great! I got my first tattoo yesterday, so my neck is really sore!! ",Positive
@zaccolley There's only a few here. Mostly year 11s ,Neutral
Someone somewhere didn't like Yubotu http://www.smartestgames.com/gotdhistory.php?id=158 ,Negative
"2 hour break from work then no twitter for 5 hours, boss has put a ban on phones ",Negative
Why is the net so slow today. So many sites are not opening ,Neutral
I am not digging the taste of water right now at all. ,Neutral
"Baby just woke up &quot;Hey mom or dad, time to change baby's diaper!&quot; Hmm....if only I had a mouth.. ",Neutral
"giving the baby crackers and gingerale, he's sick ",Negative
I hate global warming and i hate snow. ITS APRIL ffs. ,Negative
On my way 2 class....I hate art history    Then its my Psyc class... then work for the rest of my day...I want to sleep!!,Negative
OH NO!!!! I got woke up this mornin!! Bad thng to do  but I'm hella sick today for realz....,Negative
Mah head hurts...advil not helping &amp; off to work I go...today is not gonna be fun ,Negative
@starless_dark Me too ,Neutral
version near where I live. ,Neutral
@28parkave ... but either full or 2 expensive - no space at home ,Negative
@imrui no i feel nothing.. but i have http://en.wikipedia.org/wiki/Mount_Vesuvius this just near my house ,Negative
"In Val d'Or, waiting for my wife and youngest's flight to leave. a long drive to Chisasibi for me. ",Negative
"Fun morning getting new servers into racks (with a helper this time!). Afternoon less fun, writing up documentation. Still 4 hours to go ",Positive
Ugh where tje glass was pulled out of my foot still hurts. ,Negative
my pc is erasing random files ... that doesn't sound good ,Negative
is tired and has a headache. ,Negative
"I love being single, except.............when I'm sick. ",Positive
"@JPBrancati omg, I hear ya... It's horrid ",Negative
@frenchiie. You should be going to study *points finger of shame*. I spent my lunch with my head in To Kill A Mockingbird. ,Negative
Dad insisted on having a carwash at this friggin hour. I'm so tired already  he won't listen to me now I have to sit and wait.,Negative
Missing my honey bunches today  ,Negative
"@brittvicious alright so.... they taste alright, they are sticky..... and they collapsed on me  damn altittude. I will have to try again.",Negative
"grrr... at home, sick... so depressed... ",Neutral
Off to Geology class  super tired.,Positive
"@maxharp Goddamnit! Haha, ah well. I love my Mac  I have a MacBook now, and my iMac back in NZ. Got a Powerbook stolen last yer though ",Positive
"is in class once again, but is not feeling well today ",Negative
@darker_artic same... dont wanna go to work today  Care to give me the day off?? ;),Positive
"yawn, the weather is going to be boring all week ",Negative
@nathanjay That sucks. ,Negative
@Mr_Dreadful how is she doing on it?i havnt spoken to her in ages ,Neutral
@stualpha work to be done first ,Neutral
is still so depressed about dr. kutner on house...   whyyyyyyyyyyyyyyy him?!,Negative
@gregsouthern well our high flying lifestyles and hectic social calenders mean we are doomed to keep missing each other ,Negative
Kumar died  #House,Negative
YEY Sox game today! if only i didn't have class till 4:20 ,Neutral
fell asleep a couple of times during vocal group today ,Neutral
i look so scary right now!!! ,Negative
"Woke up (a little) late than usual... And I feel tired!!!  Anyway, time for breakfast ;)",Negative
"wow....wrote 4 pages in one hour, while playing around with music downloads...lol...i knew i could write the paper!!! now math hw ",Positive
"@erincosborne Yeah, I've heard that method is the most effective. The Indian food I had last night sure didn't do the trick. ",Positive
Tuesday ... Long day ahead ... ,Neutral
"@backstreetboys Updates? Any?  I miss your updates, guys!",Negative
no idol love. wishing we could use macs at work. THEY ARE SO PRETTY AND EASY ,Positive
"Sick again and it's definitely violating my multitasking. Cannot watch games, twitter and do my programming simultaneously ",Negative
My coffee was not everything I wanted it to be ,Neutral
It is hard to have no cellphone... ,Negative
woke up today to snow on the ground  I thought Spring was here! Going to classes and spending the rest of my life in the Ceramics studio.,Neutral
"@HDCinema wow, that isn't right at all. ",Positive
"@derans Just tried to register for Austin Code Camp, but they had a server error ",Negative
@dougiemcfly DONT do thaaat  or else i cant call you hot-dug anymore  HAHAHAHAHAHA,Neutral
@OxfordJasmine i really wanna get one ,Neutral
"@ofantastic I'm there with you. Of course, when I get home, I don't feel that way anymore. ",Neutral
"internets sl0wz sauce, have to stream in low quality... this isn't fun ",Negative
is it seriously snowing in April ,Negative
"Sigh, I went to bed early last night, and I'm STILL tired. ",Negative
"still really really sore, in fact a little more than yesterday ",Negative
found out my twitter password. LOL &amp; Macbook Blew up. ,Positive
"@Schofe Your a busy busy man, it all go!  missed u on TM again today  x",Negative
In another boring meeting ,Negative
has ridiously large volumnes of spam emai - inbox has been flooded for 5 days...  today is no better,Negative
The morning sun is beautiful... But it is fucking freezing! I need the beach so terribly bad. ,Negative
has a sore throat today. ,Negative
It looks like it is going to be a nice day in Lynchburg today! Too bad I'm sitting in class right now ,Positive
@ohsuperheroine My wife and I have been together for 12 years this month. Married for 3 years. We still don't have a joint account. ,Neutral
I'm a hot mystic tan mess ,Negative
@pete_c What do you think ,Neutral
In class ,Neutral
@joyanne Thanks...   Also: argh. And gah. And a bit of meh.,Negative
@davidtelford reminds me of when i was working in the machine room for 4 days setting up servers. nearly went deaf ,Neutral
@ work... ,Neutral
A robot just called my iPhone from UVA Credit Union saying they disabled my account. I don't have an account. Spam on cell phones now? ,Neutral
"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",Positive
is home but has to revise ,Neutral
The winter is back !! and I hate it ,Negative
"just gotten out of bed, I hope I start feeling some life in the old girl soon, gonna go and tackle my 16 year olds bedroom in a mo  smell",Positive
auuwwwww my mouth is hurting ,Negative
just had a mam as talk wif dad bout...shit. :@ still underhouse arrest. BASICALLY: ALL MY TRUST=GONE ,Negative
My throat feels like I swallowed a hot coal. ,Positive
"@mrseb yeah, I wasn't expecting that at all  I doubt that's the last we'll hear of it though",Negative
Why do my Sprint phones always encounter problems like this around the 6 - 7 month mark??? I'm locked into a 50 yr contract at this point ,Negative
My coffee was cold ,Neutral
"Wow, a high of 64 today. I love this weather in Florida. Sadly it won't last long ",Positive
Have research report due at five  in the library trying to get it finished,Neutral
"@minteva i'm guessing that was to me, cause these chairs be a pain, but i have no spare powerpoints in my room ",Negative
"Damn, all my joints are sore at the moment. Either I'm feeling the effects of my PT session, or I'm getting sick, or both. ",Negative
There is pollen all over my car but it does NOT feel like spring. ,Negative
Ewwww  just woke up and now I'm about to start tonights hw...... please someone save me??! Hehe,Positive
is sick and cannot go to work   Will see everyone tomorrow,Negative
libtorrent.... why can't you just work and be nice and small at the same time? ,Positive
i could not update at all yesterday ,Neutral
Just finished work tryin 2 find something 2 do  x,Neutral
is @ St Mary's  http://ff.im/-1Ygw9,Neutral
Yet another designer gives me webpage designs in PSD (PhotoShop) format. ,Neutral
"fighting a bad swollen, painful throat and headache. ",Negative
No ps cast agauin???  ,Negative
This looks like a great series on different bike marques - http://is.gd/rcb3 - if only I had Discovery HD... ,Positive
"@GeoffField It tastes so bad, I just can't do it ",Negative
@alannahscott that long! things are never simple! I wanted to pierce my tongue over this holiday but couldnt because of the healing time! ,Positive
@punkpolkadots Lol! My throwing range doesn't extend to 1000 miles ,Positive
"@Miss_Monrose Ouch  One good thing about living in Canada I 'spose, most of that is covered by government insurance.",Positive
@binkish haha i already did  im such a bad student.,Negative
I woke up to a headache... ,Neutral
"I wish I had time to figure out why my retweet button isn't working.  Maybe it'll fix itself by the time I'm done with my meeting, lol.",Positive
"facebook is being a 'tard -.-'' I can't get a hold of my cousin and don't want to go out alone, 'cause that's no fun ",Negative
My new phone isnt as spanky as i thought it was going to be  hmmph,Neutral
watchin channel AKA and doin horrible work ,Negative
Spanish class again... ,Neutral
is poorly sick  Wishes she had lots of people giving her sympathy &amp; flowers,Positive
@OceanMommy I'm so sorry Steph.   Praying for Ryker's family this morning. So very sad.,Negative
"Kept waking up, had the weirdest dream, and sick ",Negative
@thebraysmommy i hve a billion papers all over my desk. and 5 half empty cans of diet dr pepper.  come clean mine too?,Positive
I have way too many applications running - feeling very sorry for my poor Mac ,Negative
My blog is slow ,Neutral
"Book Club tonight! Please come, I feel like a loser when no one shows. ",Negative
Why isn't twhirl (and/or twitter) making my url's tiny? ,Neutral
my back hurts  ugh.,Negative
NOOOO it's cold this morning ,Neutral
i have the itch to gamble ,Neutral
it's so hot outside. Ice cream time! What's the catch? the bees are annoying ,Negative
Having a shitty kind of a day due to local council bureaucracy  Looking forward to Arsenal match tonight. I do think we will win tonight.,Positive
"my favourite patient died today, what a downer ",Negative
"stayed home from school again, i ache ",Negative
"Damn it, my hand and leg still hurt from that stupid accident last Saturday. ",Negative
@jayetheartist noooooooooooooo! ,Neutral
I just want you to feel good ,Positive
@lannalee Easter bunny didn't come to my work ,Neutral
@lauraEchilds  you are enjoying this far far too much!,Positive
@natybaby I jus noticed you wrote to me yesterday  sorry naaaattttyyy what uppp,Negative
Is confuseddddddddd! Help ,Positive
I'm freezing.  ,Negative
@tcabeen do you happen to know anyone willing to give up a ticket for the ting tings tomorrow? There's none whatsoever for sell on CL. ,Neutral
@N0odles er...!? What hav i done now!? ,Neutral
"@annemarie0605 How an earth can you be in fab mood when its raining? it started raining when i was on the bus, now my feet are all wet!!! ",Positive
@trishofthetrade drunk tweeting?  hahaha I am sick and drinking was out of the question last night ,Negative
at school on another makeup day and sill hatin it ,Neutral
"Im about to see that 60lb girl in my class. She even runs b4 class, makes me feel disgusting ",Negative
Too Confused... ,Neutral
"@John1954Moi hope the rain misses you, as it's pretty miserable here just now ",Positive
i just heard my crush like scream 'shes african' lmao  hes so cute,Positive
@MissIgs been too many meetings since 12:30  AAHH!,Neutral
@basiacruz He dead on House ,Negative
doesnt want to wait all the way until 4pm tomorrow to listen to hamish and andy!! ,Negative
we owe like $350 dollars to the IRS   Fair tax anyone?  http://www.fairtax.org/site/PageServer?pagename=about_main,Positive
My throat is worse this morning than it was last night. I thought I was past this ,Negative
Has a cold ,Neutral
not appreciating the rain outside ,Negative
Not wanting to get rid of her rabbits.  This is going to be a great day..,Positive
"@mikeyzito last night, there was no wawa ",Negative
@Schofe http://twitpic.com/2yd1o - this one isn't anywhere near as comfy ,Neutral
I still dearly miss the symfony dev environment when working with zend framework ,Positive
Stressing over the methodolgy section of the m-learning report ,Negative
@drewkill no...I guess I don't.  ,Neutral
"Just dropped Alek off, didn't work out (mother nature) ughh ",Neutral
@SeanMalarkey I feel like you but have to finish it ,Positive
@bronwen I take it your current ex would not have passed the test ,Neutral
@KellenParker can you sign on google?  I need your advice on something.  ,Neutral
Ughhh sitting in the library for 4 hours again ,Neutral
@dlwnc thanks!  Rehearsals for my show are increasing. No can play ,Positive
"@noxhanti Almost, but not quite. Uncanniness and rampant Luddism might put paid to Replicants before they're even built ",Neutral
"Haven't twittered for days! Cat was sick and to the vet, now my four year old is sick with a bronchial infection and fever ",Negative
@maryjanewatson i didn't even hear of it until i saw the story last night of her being found.i havent been doing news tho.sad story ,Neutral
waiting to hear back from people I emailed... heading to work to do more transcribing... fun... ,Neutral
Still at work.....had to manually calculate and now enter everything that usually would be there if our cell dyn had been working ,Neutral
"slowly loosing the will to live....had enough of emergent literacy, NLS, systematic phonics and government strategies, brain dead ",Negative
Is searching the job boards for new and exciting opportunities and turning up nothing ,Positive
SNOW?!?! ,Neutral
got to go to...... sux i cant text there  i cant text from 9am-2.30pm ill text people later today. may not do blogtv for a while not sure,Negative
wake up late - check eat coco pops - check shower - check sit refreshing social networks - check cleaning and ironing -  booooo,Neutral
@whiterobisdead ,Neutral
Good morning world. Another cold day. ,Positive
"My throat is killing me, and while I got a decent night's sleep last night, I still feel like I'm about to fall over.  ",Negative
"I'm so slow today  I need to finish this, but there is too many distractions!!! FOCUS, FOCUS!",Negative
The world is gray. I am depressed ,Negative
i really need to stop surfing the web when i have stuff in the oven...    poor biscuits,Negative
"Camera should be here today.  I think I'm going to cry though, cause it won't stop the lonely I feel. ",Neutral
@lunerose Oh no... I haven't watched any of the current season yet because I was afraid it would start to suck ,Negative
i am kind of bummed...did not make my numbers for the first time. ,Neutral
i think i'm getting sick again. poop. ,Negative
@jamie17 that must have been nice ,Positive
@centrinoduo91 it does  + no trophy whoring = sad Ulti,Negative
wow. insane shooting in altoona. its turning so awful  ,Negative
feeling sorry for the emasculation of poor Bun Bun who's losing his Ball Balls tomorrow ,Negative
noo... It's rainy!! ,Negative
"WOULD have rocked the forecast, until one last batch of precip snowed out 0.01&quot; in the first hour.  I just can't make up my points   FML",Neutral
@CaraKeithley I'm so glad I wasn't tricked into planting flowers last week! Supposed to be another frost adv tonight ,Positive
"@MooseMystique haven't seen it yet, we watch it on netflix once it come online. So well probably see it tomorrow. ",Positive
AAAAARGH! my ups SUCKS!!! my 6month old bookworm deluxe game got destroyed! and i was happily making a 9 letter 20k+ points word ,Negative
still feels woozy from giving blood yesterday. ,Positive
guesses that none of her buds have ever (or ever care to) build an app for Facebook... ,Positive
My favortie red head is in the hospital  I LOVE YOU TRAVIS CLARK &lt;333,Positive
He is dead on House ,Negative
No new House episode after all... boo to stoopid slow torrent ,Negative
It shouldn't take this long to get to fecking Heathrow. Left home at 1330 ,Neutral
just made it to work ,Neutral
"being bored, recovering from being ill ",Negative
@Street3 very ,Neutral
"April 7th, still snow on the ground ",Neutral
@TehJeven ohh I didnt yet  perhaps I will get it later?,Neutral
Why do I like to say &quot;record&quot; about albums when I am referring to an entirely digital thing ,Positive
"@TickleMeJoey when I read freezing, I think of -2 degrees. Its april here, and it wont stop snowing... ",Positive
It occured to me that I think my biggest problem is I don't have any kind of reliable support system.  Insert suicidal thoughts ,Negative
@jackiedai i love carbs!! ...too much ,Positive
@HeatherShea sorry to hear that.   it will be um unsore and shit soon...or stuff.,Negative
@Inga_Ros Get's worse if you live temporarily in the US and have European issued Visa card. Can't buy ANYTHING online then. Been there ,Negative
@holly_Dougiemad my mum could have droped you home ,Neutral
"Throat sore, nose runny... just in time for a trip abroad- typical ",Negative
@thenamesmeghan good luck meghan! tests suuuck ,Positive
Feel like my head is gunna explode ,Positive
Forgot to bring socks to the gym. I bet I get blisters! ,Neutral
ready to go to my cousins...at five...its now 14:22 ,Positive
"Taking the TAKS test today. Also, it's been one year. ",Neutral
I seriously need some sleep ,Negative
@shoreditchtwit I foolishly chose 'cad' over 'scoundrel' and am now on a list of computer design geekery. ,Negative
@ninaneverknew: I knooow.  but tsk. im so feeling the urge to move out! Huhu. ,Positive
@tommcfly :O starbucks! never tehe oooh now i want one ,Negative
i don't think it's gonna be a good day ,Positive
i love my late nights at work. i dont have to go in until noon. should i go back to sleep now?! i dunno ,Positive
"@Tittch oh Tittch, sorry you didn't get to say goodbye  *hugs*",Negative
Still at airport waiting..  been on ground for 20 min..,Neutral
@KevinRuddPM Wheres my $900 Im a poor uni student too ,Negative
@vacationholic i don't know what TWSS means ,Neutral
It's snowing again in Montreal ,Neutral
*looking at the clock* Good God There're still 47 more minutes till I can go home... ,Positive
where are youu ? ,Neutral
"@mialutz no, can't like this - not doing so good ",Positive
i wish i could afford to get my wisdom teeth out..they are killing me this week. ,Positive
says over 200 na ang dead sa italy  http://plurk.com/p/n241v,Negative
"@TheOddSparrow Bummer, says page doesn't exist ",Negative
Karelman: thinking in Italy. So sorry  http://tinyurl.com/cequbc,Negative
@segoox2 I've got no fucking clue lmao! Wher are you I wanted to sit with you  comeeeeee here!!!,Positive
8.30 pm still at Musica. *sigh... ,Neutral
still cant find any of my friends ,Positive
Ϛ �??k  **pouty face** Shitty day out in Boston again ugh no wonder I'm sick,Negative
In math klass bored as hell!  urghhhhh i hate math!,Negative
uughhhh. back at work. help. please. ,Positive
Hello everyone! I'm sorry about yesterday all my updates kept disappearing. ,Negative
my hand hurts from playing so much last night  ,Positive
Oh. Scratch that. I just lost two followers. Boo ,Negative
Working from home...son's allergies are killing him!   Drop by for a visit www.ideastorm.com,Negative
I can already teel that it's going to b a rough day and it's not even 9:30 yet! ,Neutral
need to get ready for work ,Positive
@mcm180 why no hi to me ,Negative
So having to face the outcome of my last tweet...late nights+early monrnings= being a bad stuwart of my college opportunity!! ,Negative
is really ill ,Negative
i hate snow...why did it have to come back??!! :@  seeing monsters vs. aliens tonight with @ashleebaby7,Negative
"So we got the images back for the magazine spread, Woop Woop! Would love to share details but we can't  until the editorial comes out",Positive
@The_Rooster I'm with you. Terrible injuries and devastation to families. Hate them. And yet Mr BZB got himself a Hog for his 40th. ,Negative
My stomach hurts   - i think i'm gonna be sick,Negative
@rewy31 not looking like it no... ,Negative
@ninirific I don't know but I'm coldy ,Neutral
@Turntablez um yea wtf April! I had to grab a sweater  booo,Negative
Going to have a lovely day at court pleaseee go easy on me judge! I'm just a sacred little gay boy ,Positive
@oliyoung Never got it ,Neutral
got to go to the physio's soon ,Neutral
Oh joy... Work this Saturday  Glad I didnt make plans for Easter weekend.,Positive
@fictilliius Shut up. ,Neutral
using twitter for teh first time and that too from office... waiting for other members of car pool to be free... ,Neutral
is sleepy and hates Tuesdays more than Mondays. blaaaaahhh ,Negative
"@pete_c Unless I want to see Will for a day and a half every week for god knows how long, then no ",Positive
don't talk quietly! ,Neutral
Flights to The Whitsundays are sorted.  Starting to get DOMS from today's sesh  Off to bed so I can get up early and go for a run B4 work,Neutral
Waaaa my boss is here 2day  &lt;The*4th*Death&gt;,Neutral
soooo not looking forward to my solicitors appt this afternoon ,Neutral
Not been the best twitterer today - first one of the day and it's nearly the afternoon. Working too hard again ,Negative
@shanners85 Aww no  I hope you're not!,Positive
@MellissaD little Josiah. Ryan was like that when he was sick recently. You wish you could do something.  ?,Positive
there are days when I am so thankful my daughter goes to her school!!!  Today is one of those days... everything I say has been a fight ,Positive
discovered that it was (someone else's) lemons stinking up the fridge. I never knew lemons could go mouldy! ,Negative
@blairblends i is - but i'm leaving at 10 to go to new staff orientation  bleh. when you be back?,Neutral
Still snowing here.. ,Neutral
has paint in his hair ,Neutral
Of course winter came back and I can only find one mitt ,Neutral
fucking roadworks out the front of our house ,Neutral
Wondering why I can't seem to burn the Ubuntu image on a CD properly.  Now trying different burning software.  All hashes checked out ,Neutral
"Alas, nothing new for me there @bishboria. I'm already following @infiniteloops, @roundingerrors and @scopecreep ",Negative
is now scared of mirrors damnit ,Negative
Sick on top of my chronic issues...home work even though I just had 3 weeks off and have a short week this week! Just so ill... BLAH! ,Negative
looks like it will last a few more jogs... gotta buy new joggin shoes ,Positive
not looking forward to writing a 2300-2500 word essay for history for next week stupid exam essay worth 30% im scared ,Negative
@mistybutt Our DVR was acting up and lost all of our programming.  House was just ending by the time we realized ,Negative
On this and bebo...Sore tummy ,Neutral
"Rant of the day-People who don't spell my name right.  Examples-my fiance's entire family, my realtor, people who reply to my emails, etc ",Negative
is not exciting about coming down with the flu...I had just spent three weeks in bed sick...do not want to waste more time sick in bed ,Negative
not looking forward to the rest of the day!! ,Neutral
Waking up to say goodbye is never a happy start ,Negative
Is sick  This sucks.,Negative
AM wishing i took easter weekend off work ,Positive
"Back to work     So much to do; First thing, fight through this mountain of e-mails",Negative
why is it so cold?  my old lady knees do not like this jazz,Negative
has a very sore hand ,Positive
@tommcfly aw i want a starbucks ,Positive
What happened to April? This looks more like December ,Positive
More snow this morning here in the Adirondacks.  It's covering my crocus that were coming up  ,Neutral
is tired but has to be at work in an hour ,Negative
"Has a feeling this math test thursday is going to be hard, guess I got to study this time  hope I do well, I needa keep my A !",Positive
#spbpuk other common failures to upgrade: dec CU had a corrupted dlls in it and hanged. Just my experience. ,Negative
would like a nap but can't ,Positive
wow.... http://digg.com/d1nzKq  and people here complaine about our buses here... ( don't know if this link will work ) i'm new ,Neutral
"stressing about my recital...ugh, i dont think i can do it! ",Negative
what is up with firefox?! ever since the big update it keeps crashing... at least once a day ,Neutral
and now... time to get ready for my exercise class... what a fun morning this has been ,Positive
back to work and have to work a little later than normal ,Neutral
@Don_J r u goin to the gym? i prob shld but my legs hurt ,Negative
is the present perfect subjunctive ,Positive
@BelleNoirMag I didn't see you Saturday ,Neutral
Is today Monday again? UGH! I should have stayed in bed. It's cold. I'm bored. I hate days like today. ,Negative
Seems the ticket price has scared off anyone I know from David Byrne. Don't think it's one to go on your own to ,Negative
"In joule library, but no good books to read ",Positive
@Merlin_NY I'm looking for it myself.  More rain in the forecast for later too ,Neutral
dierks bentley is also comin' to Indy on Aug. 8.....geesh!! i wanna go so freaking bad ,Negative
my lunch was awful. ,Negative
@presssquare DDDDD: poor you ,Negative
work work n more work with the occasional moan from a very moody teenager!!!!!! I h8 the school holidays ,Negative
@HONEYMATTHEWS   I'm a mess this am...hmm I planned the bf's suprise bday 4 him so I'll be busy wit that &amp; then probably jus chill..u?,Negative
Damned antismoking psa w/little boy has me so sad...  pls cheer me up!,Positive
"@nueck yes, i don't know why. ",Positive
"I am getting ready to head to the Dr. office. I need to find out what is going on with my back, I am in so much pain. ",Negative
just watched 90210 dun dun duuun. and I'm going to tidy my room and do some coursework for the remainder of the day. Bad times ,Negative
@triviasue  you got cookies?? ,Neutral
"is at work  waiting for shortlisting results and kicking back from the 'hubby', lets see how he likes it!!!",Positive
I can't believe I still don't know where my keys are ,Neutral
"@tonycarrera oh no! poor dear! between her surgery and now being sick, she can't seem to catch a break ",Negative
is cold ,Neutral
oh no i lost some followers  where do you go...,Negative
i just want to go awayyyy ,Positive
"@myroundbox I'll have the gameboy colour! Mine has been stolen.  (Not that I use it, but still..)",Negative
Lesson Learned: Don't try and take out contact lenses in the shower ,Neutral
@ayuparamita you tooo baby! You got your own 'concert' in God's land. I am envy. ,Negative
"Got home. A parcel that was meant for me was delivered at our neighbours' house, but they're not home... ",Neutral
"just burnt her breakfast.  but i ate it anyway, bcuz i was hungry. tramp.",Neutral
"@Jayx But that means I have to leave the house  I'll probably get one tomorrow, then.",Negative
being sick  again!!!! ,Negative
Why do i fly US Airways? I think only 1 in 10 flights are on time ,Neutral
"Never taking prescribed pain meds again. Still sick to my stomach, but no where near as bad as last night. ",Negative
"@sisterphonetica you mean just dry stuff? tbh he eats very little soft stuff and we give him dentabites, got teeth like his 'daddy' probs ",Positive
the earthquake in Italy happened to be near my family's heritage... ,Neutral
"@sebby_peek i'll miss you more  night  love you too, so much ",Positive
this coffee is not as good as normal ,Negative
@steephill  Some of this just seems like Voodoo  with different platforms).  It just popped up and ran fine after the Nike ad on mine,Positive
"Back at school.  But on the bright side, it's S2C podcast night tonight!",Positive
My twitter avatar isn't loading ,Neutral
Glad to be home! Back to our super busy life!! Feel like I'm missing my right arm without AJ!  2 more days!!!!,Positive
@CeeHawk my phone finally died...i cant originate any calls or texts ,Neutral
Apparently I am cursed to not have free ringtones. ,Negative
@majinvash I've just started climbing again.haven't done a Dorset trip for yrs tbh...we're all to busy... ,Neutral
"heading for home, sick ",Negative
awww.  my 2 pal wood pigeons just sat on their usual branch and it snapped ,Neutral
Praying to get that call back. Unemployed and broke is that worst feeling ever ,Negative
Oww... hurtie lump on eye ball is hurty! ,Neutral
@ipv6freely gateway right?  ,Neutral
Who stol my nick TheHorn?  ,Neutral
"@DawMatt on 3wks of losing, my bball team are on a 6 game skid ",Negative
Sometimes my phone deletes all my messages before I can even read them. ,Neutral
House was sad last night.  But Go Heels!,Negative
@xTwiggy yeah! and did i leave my charger at ur house? if not i left it at graces? and i cant come until 5 ,Positive
"Feeling crazy allergic to something lately. It's no fun, and it doesn't make mornings any easier  I wanna go back to bed so badly.",Negative
my mac is breaking two weeks after the warranty has expired ,Neutral
why am i so thirstyyy?  in class even though i don't have the homework. was there even a point in going?,Neutral
@MissKeriBaby wish you could perform where i live ,Positive
"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that.",Negative
